9	1
14	5
126	4
217	2
224	5
277	2
334	3
337	2
384	1
439	5
573	4
574	1
652	1
729	1
944	5
997	2
1069	4
1104	1
1105	3
1126	1
1241	6
1262	5
1368	3
1452	3
1492	6
1511	3
1522	4
1531	1
1550	5
1565	4
1572	4
1674	1
1779	1
1824	4
2057	3
2058	6
2176	5
2227	1
2283	3
2456	3
2555	1
2616	5
2773	3
2802	3
2817	6
2830	3
2857	5
2876	1
2883	2
3112	3
3132	5
3161	4
3170	1
3196	4
3203	1
3362	2
3385	3
3535	2
3644	2
3667	1
3702	1
3791	5
3914	2
3923	5
3936	3
3967	2
3976	1
4093	5
4152	1
4160	3
4272	2
4281	1
4307	1
4386	1
4423	3
4580	1
4591	4
4613	5
4681	3
4774	1
4834	3
4943	4
5002	5
5011	1
5025	3
5052	1
5121	3
5188	2
5239	1
5296	3
5462	2
5623	2
5632	2
5655	7
5738	2
5979	2
6062	2
6089	5
6114	1
6117	1
6128	1
6543	2
6552	1
6571	5
6580	4
6621	1
6628	3
6711	2
6716	1
6773	2
6810	5
6921	2
6953	6
7000	6
7001	1
7004	2
7059	1
7142	3
7155	6
7188	1
7223	2
7253	4
7311	1
7351	4
7391	1
7552	3
7557	3
7597	6
7737	4
7744	3
7783	5
7876	5
8044	5
8103	1
8134	4
8139	6
8157	4
8203	3
8248	1
8328	2
8437	4
8483	3
8566	4
8719	3
8734	1
8762	1
8803	5
8917	2
8996	3
9025	2
9034	3
9045	5
9126	1
9137	3
9185	2
9222	3
9263	5
9312	6
9343	1
9358	2
9388	3
9447	1
9606	4
9652	1
9688	2
9736	3
9751	5
9798	6
9808	1
9894	2
9934	3
10030	1
10188	1
10199	2
10255	1
10383	3
10423	5
10466	4
10471	1
10525	3
10597	5
10608	3
10702	3
10721	4
10746	5
10765	3
10985	3
11125	1
11166	3
11201	3
11345	1
11372	1
11546	5
11549	2
11566	6
11571	1
11599	1
11629	2
11685	1
11858	2
11896	3
11913	2
11930	1
11933	1
12011	1
12072	3
12085	7
12086	3
12154	5
12336	1
12398	2
12411	4
12496	1
12574	2
12583	3
12681	1
12752	6
12788	3
12876	2
12891	2
13311	1
13348	4
13441	1
13522	3
13724	6
14028	1
14249	5
14327	2
14358	5
14379	3
14396	3
14397	3
14609	4
14677	5
14720	1
14798	2
15006	5
15031	1
15153	3
15219	5
15334	2
15422	4
15463	2
15532	3
15533	5
15544	3
15590	3
15619	4
15727	1
15768	2
15781	1
15900	5
15907	1
15978	1
15986	3
16092	4
16132	1
16278	3
16360	5
16379	1
16516	4
16630	3
16701	1
16764	4
16797	1
16964	1
17099	1
17146	5
17175	1
17176	5
17272	6
17351	1
17473	2
17503	2
17560	3
17662	3
17695	3
17756	1
17791	2
17842	3
17851	3
17977	2
18059	5
18078	1
18098	3
18115	1
18148	1
18217	1
18254	2
18265	1
18285	1
18378	4
18450	6
18520	1
18531	1
18570	4
18599	6
18636	4
18728	2
18896	5
18942	6
19039	2
19056	3
19057	4
19183	1
19232	1
19280	3
19294	1
19341	2
19468	5
19512	4
19739	2
19785	1
19867	5
19955	3
20125	4
20152	3
20185	5
20254	3
20295	4
20362	1
20377	4
20540	1
20644	1
20669	3
20749	1
20780	4
20805	3
20865	1
20908	4
20971	2
21065	5
21119	6
21122	1
21439	3
21444	4
21471	5
21488	3
21509	1
21573	3
21589	1
21608	3
21646	3
21739	1
21764	4
21942	1
21981	5
22010	1
22038	5
22055	1
22062	1
22063	6
22087	2
22122	1
22243	1
22309	1
22318	3
22344	4
22356	2
22491	1
22494	4
22552	3
22558	6
22563	1
22601	5
22626	5
22631	6
22638	3
22709	1
22750	1
22915	4
22951	5
22962	2
22989	1
23200	1
23224	1
23255	5
23302	1
23525	3
23569	3
23717	2
23767	1
23846	6
23893	4
23924	1
23983	2
24086	1
24169	1
24184	2
24189	2
24204	1
24406	4
24450	2
24604	5
24625	2
24642	5
24681	1
24739	3
24804	1
24864	2
24941	5
24942	6
25014	1
25045	1
25242	6
25299	2
25318	2
25319	3
25330	2
25331	2
25392	5
25472	5
25491	1
25496	2
25535	3
25597	4
25695	5
25746	1
25759	4
25848	4
25849	6
25854	5
25855	1
26024	5
26126	2
26162	3
26211	1
26240	1
26286	3
26341	3
26545	3
26556	6
26558	3
26587	2
26621	3
26646	1
26700	2
26818	4
26825	2
26843	4
26860	4
26867	6
26913	5
26974	3
27107	1
27116	1
27137	2
27216	2
27277	4
27301	3
27346	6
27502	1
27596	2
27671	2
27725	5
27768	1
27802	1
27847	3
27877	1
28056	6
28059	5
28067	1
28170	3
28231	2
28299	2
28326	6
28350	3
28407	4
28544	4
28578	5
28604	4
28628	1
28663	1
28692	2
28740	2
28812	4
28933	5
28971	1
28979	1
28988	1
29043	5
29068	2
29077	1
29124	3
29139	3
29144	3
29200	1
29257	1
29304	6
29383	3
29528	4
29566	2
29635	2
29680	6
29709	3
29766	1
29959	3
30136	1
30147	2
30245	4
30273	1
30314	2
30323	1
30519	4
30642	2
30649	1
30664	1
30727	4
30802	1
30931	3
31056	3
31113	1
31161	2
31199	2
31264	5
31310	1
31397	3
31496	2
31665	3
31670	2
31727	4
31821	4
32103	1
32166	2
32217	4
32309	1
32405	5
32502	5
32575	1
32590	5
32595	5
32606	5
32758	4
32789	4
32816	1
32823	1
33080	2
33115	1
33132	3
33392	2
33576	1
33591	1
33594	1
33664	3
33702	3
33814	1
33832	2
33846	1
33893	1
33906	6
34002	4
34108	3
34187	3
34200	1
34288	4
34297	1
34300	2
34376	6
34435	4
34440	5
34469	4
34594	1
34666	1
34704	2
35111	1
35144	3
35169	1
35186	1
35281	6
35375	2
35417	4
35446	7
35504	3
35525	1
35596	4
35603	4
35629	1
35648	6
35713	5
35908	5
35919	4
35997	3
36109	3
36124	3
36213	1
36263	3
36274	1
36350	1
36399	5
36466	4
36478	1
36539	3
36648	3
36675	6
36686	3
36711	1
36769	3
36786	6
36900	6
36919	3
36972	3
37230	2
37251	3
37321	4
37324	3
37485	2
37533	1
37598	1
37631	1
37683	2
37684	1
37707	4
37714	5
37762	5
37773	1
37836	1
37936	3
38059	1
38129	6
38361	4
38389	1
38478	5
38491	3
38646	4
38647	4
38662	1
38849	3
38890	5
38961	4
38970	1
38971	3
39039	4
39103	5
39138	1
39171	5
39210	1
39229	3
39236	6
39311	5
39438	4
39447	3
39501	6
39695	4
39719	1
39744	3
39768	1
39864	1
39958	1
39969	1
39974	2
40066	6
40175	3
40368	1
40457	3
40490	3
40509	3
40585	2
40592	3
40653	2
40660	1
40758	3
40819	2
40898	2
40920	2
41040	3
41047	3
41054	1
41127	1
41244	4
41350	4
41560	1
41675	2
41690	1
41707	3
41896	2
42001	4
42014	5
42035	5
42036	5
42049	6
42084	1
42103	4
42108	3
42187	1
42325	4
42408	1
42513	5
42608	5
42828	3
42843	6
42965	3
43065	1
43276	2
43369	4
43442	3
43519	3
43544	5
43658	5
43827	6
44113	1
44162	1
44194	1
44205	1
44296	3
44309	5
44366	3
44383	1
44455	2
44464	2
44465	6
44532	2
44638	3
44661	6
44668	1
44914	1
45007	2
45067	3
45135	4
45202	5
45238	2
45249	5
45370	1
45385	1
45408	1
45512	3
45513	2
45563	1
45701	1
45707	3
45739	1
45777	1
45802	2
45836	4
45861	1
45862	3
45900	1
45956	1
46049	1
46184	2
46187	3
46218	3
46341	1
46677	3
47002	3
47032	4
47035	1
47065	5
47084	1
47119	2
47176	2
47296	4
47353	6
47434	5
47435	7
47461	1
47464	2
47577	3
47586	3
47716	1
47852	4
47878	1
47959	4
48001	7
48054	2
48115	2
48130	3
48194	1
48213	1
48335	2
48338	5
48505	5
48568	1
48721	1
48992	2
49051	5
49094	1
49200	4
49229	2
49399	5
49488	2
49517	5
49542	4
49570	1
49618	6
49669	2
49748	1
49818	1
49858	1
49882	1
49958	1
50007	1
50008	6
50052	5
50181	1
50205	5
50308	1
50338	1
50367	4
50376	3
50409	6
50514	3
50574	1
50589	3
50666	3
50711	1
50746	1
50769	1
50794	4
50815	4
50844	4
50873	3
50878	4
50910	2
51016	2
51031	1
51062	2
51093	4
51120	4
51127	1
51187	5
51235	1
51282	1
51299	2
51398	4
51399	2
51442	1
51445	1
51475	4
51482	1
51505	4
51619	1
51624	1
51880	6
51929	1
52085	3
52092	2
52095	1
52116	3
52123	2
52152	5
52161	6
52362	1
52371	1
52379	5
52658	1
52734	1
52898	5
52944	3
53017	1
53060	3
53079	1
53090	2
53115	1
53229	1
53269	5
53288	2
53319	6
53350	1
53409	6
53490	1
53544	1
53581	3
53600	3
53603	5
53620	4
53699	6
53724	3
53783	2
53810	3
53848	3
53879	3
53892	1
53904	5
53973	3
54000	2
54021	2
54126	3
54222	3
54269	5
54296	3
54337	1
54340	3
54505	5
54525	1
54537	4
54570	1
54611	3
54855	2
54866	6
54896	3
54909	5
55006	4
55061	4
55148	1
55179	6
55206	1
55220	6
55223	1
55436	1
55556	5
55602	1
55623	4
55674	1
55719	2
55749	2
55794	1
55842	1
55847	2
55876	1
55972	5
56004	3
56035	1
56186	3
56253	2
56355	5
56437	2
56469	1
56532	6
56595	1
56620	1
56703	5
56847	1
56850	1
56952	5
57138	1
57171	4
57206	5
57242	3
57318	1
57330	3
57569	3
57642	5
57650	1
57675	2
57682	1
57731	2
57792	1
57816	4
57823	1
57884	3
57935	1
57936	6
58094	3
58143	3
58168	4
58213	3
58274	2
58277	2
58300	4
58371	5
58390	4
58435	3
58440	4
58543	6
58569	1
58570	1
58579	3
58771	5
58792	1
58793	3
58848	1
58965	2
59131	6
59196	2
59280	1
59421	1
59438	1
59475	3
59484	5
59493	1
59562	1
59779	1
59794	3
59854	6
60014	4
60037	1
60117	3
60165	1
60195	5
60200	4
60271	6
60284	1
60399	2
60484	1
60491	3
60605	3
60610	1
60679	3
61007	3
61070	1
61099	5
61118	1
61133	5
61167	3
61308	1
61388	6
61460	4
61516	3
61613	3
61618	2
61625	2
61654	3
61679	1
61835	5
61897	1
61918	2
62180	1
62346	1
62421	2
62456	2
62513	5
62642	3
62751	4
62754	2
62867	3
63030	1
63033	1
63064	5
63134	3
63147	1
63211	1
63218	4
63346	1
63441	1
63470	1
63551	4
63552	1
63591	4
63674	1
63683	5
63740	5
63802	3
63977	3
64042	2
64133	2
64169	5
64172	1
64285	1
64352	2
64511	1
64695	4
64713	2
65017	6
65066	2
65069	2
65127	3
65185	1
65270	6
65287	1
65347	5
65424	2
65550	1
65655	3
65760	1
65845	1
65886	3
65889	1
65944	4
66000	3
66001	1
66038	3
66083	1
66152	1
66161	1
66162	4
66409	2
66457	5
66488	3
66516	3
66604	1
66731	5
66737	1
66748	1
66751	3
66761	5
66786	5
66820	1
66846	5
66875	1
66964	2
67101	1
67116	4
67243	5
67246	2
67308	6
67309	2
67361	2
67585	1
67598	3
67613	5
67622	1
67678	2
67681	5
67691	1
67854	1
67898	3
68031	1
68058	2
68123	2
68232	1
68300	2
68313	3
68316	2
68329	1
68506	1
68509	5
68582	3
68585	2
68617	6
68624	6
68639	1
68680	3
68687	1
68698	6
68809	4
68810	3
69141	1
69166	3
69371	5
69387	1
69394	3
69406	1
69425	4
69440	1
69447	3
69472	3
69535	2
69563	1
69629	1
69632	1
69680	4
69697	3
69702	1
69803	4
69846	2
69867	1
69892	2
69921	5
70075	1
70164	3
70216	2
70259	4
70317	5
70334	1
70428	1
70476	1
70485	6
70510	4
70533	1
70600	1
70795	3
70963	1
71014	4
71061	3
71118	3
71182	3
71285	4
71360	5
71435	2
71436	2
71534	1
71590	4
71611	1
71636	4
71681	3
71694	3
71761	1
71772	1
71854	2
71886	2
71958	1
71965	6
72020	4
72031	1
72108	1
72113	4
72181	3
72345	4
72372	6
72409	1
72466	1
72485	1
72506	1
72532	1
72559	3
72572	2
72587	3
72618	1
72623	2
72707	1
72754	5
72785	4
72837	3
72868	3
72901	3
72968	1
72993	2
73009	1
73079	3
73179	2
73264	1
73343	1
73356	1
73393	6
73406	5
73429	2
73430	1
73553	1
73641	2
73823	6
73904	6
73971	5
73982	6
73989	2
74034	5
74053	1
74104	4
74172	5
74219	5
74379	3
74563	1
74599	2
74996	1
75010	2
75023	2
75070	4
75073	1
75078	2
75093	2
75094	2
75194	1
75209	3
75239	1
75348	2
75373	2
75394	2
75417	1
75571	5
75649	1
75652	6
75671	3
75764	1
75785	3
75851	5
75858	3
75928	1
75986	1
75995	1
76022	6
76161	3
76218	2
76241	1
76290	2
76311	1
76420	1
76484	3
76571	1
76572	2
76573	3
76643	4
76690	5
76842	1
76886	7
76903	5
76988	5
77054	6
77101	1
77184	6
77236	1
77271	1
77302	3
77305	1
77479	2
77611	1
77618	3
77664	1
77700	6
77857	1
77886	4
77962	2
77985	2
77997	6
78037	2
78174	2
78328	6
78388	4
78399	3
78523	4
78532	3
78572	1
78586	1
78666	1
78719	4
78735	1
78760	4
78897	5
78898	1
78965	2
78978	5
79015	6
79022	1
79037	2
79086	2
79113	4
79128	3
79147	3
79279	3
79392	4
79401	2
79498	2
79621	5
79626	5
79674	1
79739	2
79770	6
79812	1
79853	3
79854	3
79857	4
79893	3
79935	3
79956	4
80126	5
80350	3
80548	1
80549	1
80552	5
80625	3
80694	4
80789	1
80864	1
80906	1
80912	4
80964	4
81058	1
81092	3
81093	3
81112	5
81113	2
81128	1
81137	1
81162	4
81187	3
81236	3
81237	3
81320	1
81333	6
81649	1
81686	4
81731	6
81858	1
81919	1
81944	1
81945	1
81976	1
82064	3
82241	1
82358	1
82383	5
82588	1
82599	4
82634	4
82643	3
82862	1
82883	5
82933	3
82970	3
83193	1
83224	5
83264	2
83285	2
83351	6
83517	1
83768	2
83773	5
83797	4
83960	2
84105	1
84152	2
84153	3
84183	5
84184	3
84239	2
84420	4
84513	5
84594	2
84680	4
84778	3
84779	4
84908	1
85259	4
85343	3
85537	3
85576	1
85669	1
85710	4
85758	3
85810	5
85821	3
85843	5
85850	1
85925	1
85958	1
85967	1
86006	3
86096	2
86234	1
86240	2
86277	6
86392	1
86407	1
86580	5
86605	1
86638	1
86656	1
86679	4
86686	3
86693	2
86872	1
86879	3
87248	3
87259	3
87274	1
87353	2
87360	3
87375	1
87419	1
87460	2
87527	1
87554	5
87587	3
87679	4
87680	2
87894	4
87935	3
87976	5
87987	1
88135	4
88277	1
88304	1
88349	1
88481	1
88607	5
88632	6
88650	6
88683	1
88745	2
88797	2
88926	4
89001	1
89052	3
89093	1
89111	4
89198	1
89515	1
89538	3
89626	2
89683	1
89772	2
89791	1
89800	4
89851	5
89854	3
89863	1
90113	4
90118	1
90155	2
90192	3
90193	6
90307	1
90354	2
90382	6
90401	1
90418	5
90474	2
90619	4
90636	2
90671	4
90696	1
90745	1
91037	1
91086	2
91119	2
91120	1
91149	1
91163	2
91180	5
91216	5
91353	5
91395	3
91488	2
91535	1
91569	3
91643	6
91729	3
91845	2
91848	3
91857	1
91880	3
91917	1
91935	4
91956	4
91957	4
91982	4
92011	1
92026	3
92244	3
92255	2
92301	1
92324	3
92476	1
92513	5
92531	2
92589	2
92639	1
92708	1
92727	2
92932	3
92953	1
92966	1
92999	2
93064	2
93203	5
93282	5
93318	1
93335	4
93434	3
93465	5
93549	3
93550	3
93772	3
93831	1
93840	2
93879	2
93951	1
94098	1
94151	6
94171	1
94236	1
94530	1
94553	2
94556	4
94557	3
94578	4
94726	3
94743	1
94866	1
94892	4
94955	1
95005	1
95044	3
95097	3
95112	1
95149	1
95255	5
95432	5
95489	1
95581	2
95642	1
95742	3
95775	3
95806	3
95919	2
95958	1
96215	4
96253	2
96415	1
96549	2
96603	3
96610	5
96615	2
96666	1
96679	2
96699	1
96782	3
96907	5
96944	2
97034	1
97055	1
97100	1
97143	1
97167	4
97178	3
97325	3
97346	5
97406	3
97459	2
97484	3
97505	3
97616	3
97781	3
97847	1
97868	3
97895	5
97970	3
97985	2
98004	6
98133	1
98156	3
98157	6
98215	2
98225	5
98271	4
98419	4
98475	5
98595	5
98688	6
98723	5
98747	4
98778	3
98898	1
98924	3
98943	1
98952	2
98984	3
99065	2
99066	2
99071	1
99245	2
99295	5
99373	5
99396	1
99407	2
99422	1
99485	2
